,button,event_type,target,time,x,y,step,turkId
1831,1,mousedirchange,alloc-slider-4,630226.435,561,972,1,0
1832,1,mousedirchange,alloc-slider-4,630364.49,560,972,1,0
1833,1,mousedirchange,alloc-slider-4,630396.3950000001,559,972,1,0
1834,1,mousedirchange,alloc-slider-4,630396.3950000001,559,972,1,0
1835,1,mousedirchange,alloc-slider-4,630404.31,559,971,1,0
1836,1,mousedirchange,alloc-slider-4,630404.31,559,971,1,0
1837,1,mousedirchange,alloc-slider-4,630974.465,560,971,1,0
1838,1,mousedirchange,alloc-slider-4,631174.4550000001,561,971,1,0
1839,1,mousedirchange,alloc-slider-4,631174.4550000001,561,971,1,0
1840,1,mouseup,alloc-slider-4,631430.3600000001,561,971,1,0
1841,1,mouseup,alloc-slider-4,631430.3600000001,561,971,2,0
1842,1,mouseup,alloc-slider-4,631430.3600000001,561,971,3,0
1843,1,mouseup,alloc-slider-4,631430.3600000001,561,971,4,0
1844,1,mouseup,alloc-slider-4,631430.3600000001,561,971,5,0
1845,1,click,alloc-slider-4,631430.3600000001,561,971,1,0
1846,1,click,alloc-slider-4,631430.3600000001,561,971,2,0
1847,1,click,alloc-slider-4,631430.3600000001,561,971,3,0
1848,1,click,alloc-slider-4,631430.3600000001,561,971,4,0
1849,1,click,alloc-slider-4,631430.3600000001,561,971,5,0
1850,1,mousedown,alloc-slider-5,631992.87,521,1006,1,0
1851,1,mousedown,alloc-slider-5,631992.87,521,1006,1,0
1852,1,mousedown,alloc-slider-5,631992.87,521,1006,1,0
1853,1,mousedown,alloc-slider-5,631992.87,521,1006,1,0
1854,1,mousedown,alloc-slider-5,631992.87,521,1006,1,0
1855,1,mousedirchange,alloc-slider-5,632130.4550000001,522,1006,1,0
1856,1,mousedirchange,alloc-slider-5,632146.505,523,1006,1,0
1857,1,mousedirchange,alloc-slider-5,632146.505,523,1006,1,0
1858,1,mousedirchange,alloc-slider-5,632154.4600000001,524,1006,1,0
1859,1,mousedirchange,alloc-slider-5,632154.4600000001,524,1006,1,0
